发文时间,用户名,博文,评论数,转发数,点赞数
2021-01-07 15:58:00,汤原检察,【动画解读#刑法最新修改内容#：#低龄未成年人刑责范围再调整# 下调至12岁】12月26日，刑法修正案（十一）通过，将于2021年3月1日起施行。修正案将未成年人刑责年龄下调至12岁 ，规定已满12周岁不满14周岁的人，犯故意杀人罪 、故意伤害罪致人死亡或情节恶劣，经最高人民检察院核准追诉的应负刑事责任。同时，明确父母等监护人的管教责任，规定必要时进行专门矫治教育。#性侵未成年犯罪一般不得缓刑假释#L新京报动新闻的微博视频 收起全文d,0.0,0.0,0.0
2021-01-07 23:19:00,宁波镇海检察,【动画解读#刑法最新修改内容#：#低龄未成年人刑责范围再调整# 下调至12岁】12月26日，刑法修正案（十一）通过，将于2021年3月1日起施行。修正案将未成年人刑责年龄下调至12岁 ，规定已满12周岁不满14周岁的人，犯故意杀人罪 、故意伤害罪致人死亡或情节恶劣，经最高人民检察院核准追诉的应负刑事责任。同时，明确父母等监护人的管教责任，规定必要时进行专门矫治教育。#性侵未成年犯罪一般不得缓刑假释# @新京报动新闻 L新京报动新闻的微博视频 收起全文d,0.0,0.0,0.0
2021-01-08 11:55:00,望谟检察,【动画解读#刑法最新修改内容#：#低龄未成年人刑责范围再调整# 下调至12岁】12月26日，刑法修正案（十一）通过，将于2021年3月1日起施行。修正案将未成年人刑责年龄下调至12岁 ，规定已满12周岁不满14周岁的人，犯故意杀人罪 、故意伤害罪致人死亡或情节恶劣，经最高人民检察院核准追诉的应负刑事责任。同时，明确父母等监护人的管教责任，规定必要时进行专门矫治教育。#性侵未成年犯罪一般不得缓刑假释##法姐讲法#  L新京报动新闻的微博视频 收起全文d,24.0,2.0,14.0
2021-01-08 18:52:00,鲁国平先生,16岁男孩做核酸检测插队，并咬伤民警，还口出狂言“错了能咋地”导读：以前很多未成年人知法犯法十分猖獗，而且有着屡禁不止的趋势，这是因为我国之前不用承担刑事责任的年龄调得很高，导致很多未成年人知法犯法，并且家长不作为，学校不敢管，都促进了这一现象的发生。16岁男孩口出狂言，辱骂民警 ​,67.0,21.0,150.0
2021-01-09 13:12:00,北仑检察,#法律视角#【刑事责任年龄下调至12周岁，#12岁以下孩子恶性犯罪怎么办#？】#洞见计划# 根据刑法修正案（十一），此前无法追究刑事责任的十二周岁至十四周岁的人，如犯故意杀人、故意伤害罪，致人死亡或者以特别残忍手段致人重伤造成严重残疾，情节恶劣，经最高人民检察院核准追诉的，将承担刑事责任。而触罪未成年人一旦因为年龄免于刑事处罚，似乎就再无其他措施。刑事责任年龄下调至12周岁后，11岁的孩子出现恶性犯罪怎么办？中国政法大学未成年人事务治理与法律研究基地副主任苑宁宁：如果触犯了刑法，但因没有达到法定刑事责任年龄不予刑事处罚，社会危害性比治安违法大，需要更有力的矫治措施，即适用专门矫治教育。专门矫治教育也在专门学校进行，但设置专门场所，实行闭环管理。专门矫治教育事实上替代了此前的收容教养制度，成为矫治触罪未成年人的最后一环。当前亟须配套出台更加明确细致、更具可操作性的规定。比如专门教育指导委员会如何运行？学生转入转出机制是什么？什么是闭环管理？能不能进行人身约束？预防未成年人犯罪法没有明确。如果不能限制人身自由，依靠预防未成年人犯罪法是不够的，更应该由独立的未成年人司法体系进行规制。 O刑事责任年龄下调至12周岁，12岁以下孩子恶性犯罪怎么办？ 收起全文d,1.0,0.0,0.0
2021-01-11 13:39:00,杨临涛,刑法考点速记共同犯罪的成立条件 (部分犯罪共同说)1.主体：必须是二人以上。这里的人既包括自然人，也包括单位。(1)达到刑事责任年龄、具有刑事责任能力者，支配没有达到刑事责任年龄、不具有刑事责任能力者实施犯罪行为的，不构成共同犯罪，支配者被称为间接正犯。但是如果被利用者在事实上具有一定的辨认能力，利用者并没有支配被利用者时，二者能够成立共同犯罪(违法层面)。(2)在单位犯罪的情况下， 直接负责的主管人员及其他直接责任人员与该单位本身不构成共同犯罪。2. 主观方面：必须具有共同故意。(1) 各共犯人均有相同的犯罪故意，但故意的内容、形式可以不同。(2)各共犯人存在意思联络，如只有一方存在意思联络则有可能成立片面共犯。片面共犯一共存在三种情形：①片面的教唆；②片面的帮助；③片面的实行。易错点提示：由于共同犯罪的成立，要求各共犯人之间具有共同故意，故以下几种情形不成立共同犯罪：(1) 共同过失犯罪；(2) 一为故意犯罪，一为过失犯罪；(3) 同时犯； (4) 先后故意实施相关犯罪行为，彼此没有主观联系的；(5) 超出共同故意之外的犯罪；(6) 事前无通谋的窝藏、包庇行为，以及事前无通谋的掩饰、隐瞒犯罪所得及其产生的收益的行为。3. 客观方面：必须具有共同行为。①共同的作为；②共同的不作为；③作为与不作为相互结合。 收起全文d,0.0,0.0,0.0
2021-01-11 21:09:00,阜城电视台567,【最高法：#低龄未成年人犯罪等新规定要准确适用#】刑法修正案（十一）将自今年3月1日起施行，其中对刑事责任年龄等规定作出了调整。在10日举行的全国高级法院院长会议上，最高人民法院提出，要贯彻实施好刑法修正案（十一），准确适用关于低龄未成年人犯罪、妨害传染病防治、非法从事人类基因编辑和克隆胚胎、规制金融市场乱象、打击药品“黑作坊”、高空抛物、抢公交车方向盘、冒名顶替上大学、侵犯知识产权等新规定，增强人民群众安全感。　　最高法同时提出，要毫不动摇贯彻党和国家的死刑政策，准确适用刑事附带民事调解制度，对于涉黑涉恶、爆炸、抢劫、绑架、强奸等严重危害社会治安、群众反映强烈的案件，论罪应当判处死刑或者必须依法严惩的，法院都不得主动开展调解。（记者罗沙）　　 收起全文d,0.0,0.0,0.0
2021-01-12 08:52:00,高密普法,【最高法：#低龄未成年人犯罪等新规定要准确适用#】刑法修正案（十一）将自今年3月1日起施行，其中对刑事责任年龄等规定作出了调整。在10日举行的全国高级法院院长会议上，最高人民法院提出，要贯彻实施好刑法修正案（十一），准确适用关于低龄未成年人犯罪、妨害传染病防治、非法从事人类基因编辑和克隆胚胎、规制金融市场乱象、打击药品“黑作坊”、高空抛物、抢公交车方向盘、冒名顶替上大学、侵犯知识产权等新规定，增强人民群众安全感。　　最高法同时提出，要毫不动摇贯彻党和国家的死刑政策，准确适用刑事附带民事调解制度，对于涉黑涉恶、爆炸、抢劫、绑架、强奸等严重危害社会治安、群众反映强烈的案件，论罪应当判处死刑或者必须依法严惩的，法院都不得主动开展调解。（新华视点）　　 收起全文d,16.0,8.0,12.0
2021-01-12 10:39:00,生活报,【最高法：#低龄未成年人犯罪等新规定要准确适用#】刑法修正案（十一）将自今年3月1日起施行，其中对刑事责任年龄等规定作出了调整。在10日举行的全国高级法院院长会议上，最高人民法院提出，要贯彻实施好刑法修正案（十一），准确适用关于低龄未成年人犯罪、妨害传染病防治、非法从事人类基因编辑和克隆胚胎、规制金融市场乱象、打击药品“黑作坊”、高空抛物、抢公交车方向盘、冒名顶替上大学、侵犯知识产权等新规定，增强人民群众安全感。　　最高法同时提出，要毫不动摇贯彻党和国家的死刑政策，准确适用刑事附带民事调解制度，对于涉黑涉恶、爆炸、抢劫、绑架、强奸等严重危害社会治安、群众反映强烈的案件，论罪应当判处死刑或者必须依法严惩的，法院都不得主动开展调解。（新华视点） 收起全文d,0.0,0.0,2.0
2021-01-12 18:25:00,海广网,【这些案件，法院不得主动调解！】刑法修正案(十一)将自今年3月1日起施行，其中对刑事责任年龄等规定作出了调整。在10日举行的全国高级法院院长会议上，最高人民法院提出，要贯彻实施好刑法修正案(十一)，准确适用关于低龄未成年人犯罪、妨害传染病防治、非法从事人类基因编辑和克隆胚胎、规制金融市场乱象、打击药品“黑作坊”、高空抛物、抢公交车方向盘、冒名顶替上大学、侵犯知识产权等新规定，增强人民群众安全感。最高法同时提出，要毫不动摇贯彻党和国家的死刑政策，准确适用刑事附带民事调解制度，对于涉黑涉恶、爆炸、抢劫、绑架、强奸等严重危害社会治安、群众反映强烈的案件，论罪应当判处死刑或者必须依法严惩的，法院都不得主动开展调解。http://t.cn/A6qs33m1 收起全文d,0.0,0.0,0.0
2021-01-13 20:51:00,相看两厌_,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈嘎嘎嘎嘎嘎好笑程度不亚于上次那个郭嘉把刑事责任年龄调到十二岁请追究造谣者的法律责任,1.0,0.0,0.0
2021-01-14 19:54:00,马浩才,#法定最低刑事责任年龄下调至12岁##是谁把宾阳法院锐变成“披着法官外衣的强盗、抢劫黑恶势力具乐部”？？！#因12月18日法院寄来通知，要卖我房子，我按通知要求于21日给覃军院长提交了异议申请、并给执行局主卖法官陈俊瑞提交了要求执行“判决张洪培归还我342543元投资款及10多年银行4倍利息的”的〈南宁中级人民法院（2012）南市民一终字2569号民事判决书〉的申请（看附件图），要求法院组织双方把所有账目核算清楚后再看谁欠谁钱再作决定。现在法院没给我回应，还在阿阿里网上拍卖我房子。这是明显目张胆的强盗抢劫！法院不受党的领导吗？监管部门在那里？O网页链接 收起全文d,0.0,0.0,0.0
2021-01-15 21:31:00,天眼新闻,【#香港李伯被烧案凶手逃了#】据香港媒体15日报道，2019年11月11日，十数名暴徒在港铁马鞍山站大肆破坏，一名57岁男子（李老伯）在马鞍山广场行人天桥上与暴徒发生争执，其间他被一名黑衣人淋泼不明液体及点火，顿成火人严重烧伤，情况一度危殆。香港警方15日表示，经过调查，涉嫌纵火的男子及其1名同党，已于前年（2019年）11月及12月间乘飞机潜逃海外，警方于昨日拘捕了另外两人，他们涉嫌协助两名疑犯购买离港机票。两人已获准保释候查，须于2月下旬向警方报到。香港商业罪案调查科警司吴基骏表示，当日中午有黑衣人于港铁马鞍山站破坏港铁站设施，一名男性路人尝试阻止时被人袭击。受害人位于马鞍山广场连接马鞍山公园的行人天桥，被一大群人包围指骂，其间一名黑衣人向受害人淋泼易燃液体并点火，致受害人头部及多处严重烧伤，黑衣人随后逃离。商业罪案调查科接手调查后，警方锁定了两名分别17及25岁的涉案男子，调查相信其中一名男子就是当日向受害人纵火的黑衣人，另一人则为同党，当日也身处现场，根据调查，两名疑犯于前年11月及12月间已乘坐飞机潜逃海外，警方现正通缉这两名男子。另外，警方通过调查又发现，两人离开香港的机票是由另外两名男子所购买。警方昨日（14日）以涉嫌“协助逃犯”将其拘捕。这两人分别姓姚（60岁）及姓廖（39岁），他们分别报称为司机和日文教师。吴基骏指被捕的两名男性与潜逃者非亲戚，警方正调查他们的关系。吴基骏表示，完成调查后警方会询问律政司意见。吴基骏另外表示，警方一直在积极跟进调查本案，就马鞍山港铁站破坏及行人天桥上的冲突事件，警方由前年11月至今总共拘捕14男4女，年龄介于16至60岁，职业包括学生、工人、文员等，拘捕罪名包括暴动、串谋刑事毁坏、公众地方行为不检。吴基骏称潜逃是不负责任的行为，当潜逃人士回港后，警方会继续依法追究其罪行，而若有人鼓励或协助罪犯潜逃，不但助长了潜逃歪风，而且有可能触犯“协助逃犯”罪，一经定罪可判监10年。协助李老伯的民建联立法会议员葛佩帆称，李老伯上半身四成皮肤被烧伤，去年9月底进行了第5和第6次植皮手术，手术后伤口流血和疼痛情况减少，但手指仍不太灵活，日常生活如吃饭等需靠妻子协助。另外警方事后拘捕的两名被指在场围观的男女，曾被控公众地方行为不检罪，该案件于去年8月裁定两人无罪。（环球时报新媒体） 收起全文d,0.0,0.0,2.0
2021-01-17 10:11:00,金陵打板客,#今日看盘# #股票# 【热点聚焦】1、发改委党组发文称，完善宏观政策组合，努力保持经济运行在合理区间。继续实施积极的财政政策和稳健的货币政策，保持对经济恢复必要支持力度。推进“十四五”重大工程项目建设，加大新型基础设施投资力度。扎实推进以人为核心的新型城镇化，推动大中城市提升功能品质，解决好大城市住房突出问题，加快县城补短板强弱项。2、以“中国资本市场30年”为主题的第二十五届中国资本市场论坛在京召开。发改委副主任宁吉喆表示，应提高直接融资比重，促进多层次资本市场健康发展，健全货币政策和宏观审慎政策的双支柱调控政策框架，深化利率和汇率市场化改革，同时健全金融监管体系，守住不发生系统性金融风险的底线。3、证监会副主席阎庆民表示，我国上市公司并购交易规模稳居世界前列，资本市场成为并购重组主渠道，盘活存量的主战场。2021年将继续完善上市公司监管制度，继续推动公司法修订和上市公司监管条例制定。【宏观】1、工信部要求，聚焦自主可控、质量效益、融合发展、企业培育，加快推进制造强国和网络强国建设步伐。在加快融合发展上狠下功夫，加强新型信息基础设施建设，强化工业互联网创新发展，促进新一代信息技术与制造业深度融合，发展智能制造和服务型制造，推动制造业数字化、网络化、智能化转型。2、国资委要求，坚定不移做强做优做大国有资本和国有企业，更好发挥国有经济战略支撑作用。大力推进提质增效，优化国有资本布局结构，深入实施国企改革三年行动，切实防范化解重大风险，实现更高质量、更有效率、更加公平、更可持续、更为安全的发展。3、生态环境部要求深入打好污染防治攻坚战，推动实现减污降碳协同效应。坚持把降碳摆在更加突出优先的位置，从严从紧从实控制高耗能、高排放项目上马，对减污降碳协同增效一体谋划、一体部署、一体推进、一体考核，推动经济社会发展全面绿色转型。4、七部门部署行动，鼓励企业发放“留岗红包”、“过年礼包”、安排文化娱乐活动，落实好工资、休假等待遇保障，餐饮商超、医疗卫生等服务供应不断线，让务工人员留在就业地安心过春节。引导企业合理安排生产、错峰放假调休，以岗留工、以薪留工。5、人社部：2021年年底前我国将实现社保卡申领、启用、补换、临时挂失等服务事项跨省通办。6、《北京市投资领域审批事项清单（2020年本）》公布实施，该清单包括175项审批事项，进一步规范投资审批行为。7、2020年浙江省实现网络零售额22608.1亿元，同比增长14.3%；省内居民网络消费达11071.7亿元，增长10.9%；网络零售顺差达11536.4亿元。8、国家卫健委：2020年12月以来北京、四川、辽宁、河北、黑龙江等地发生的聚集性疫情均为境外入境人员或被污染的冷链进口物品引发，波及农村地区、感染人数增长迅速、扩散范围广。9、河北邢台南宫1月16日晚间实行最严厉封控，全市所有社区、小区、家属院及居村人员一律不许流动，所有居民居家隔离，活动范围仅限于自己家中，严禁出户；各单位工作任务人员一律在单位吃住。对于违反以上规定且不听劝阻的，采取行政拘留措施，情节严重的，将追究刑事责任。10、中国生物董事长杨晓明透露，正向药监局提交针对儿童和青少年的新冠疫苗临床数据，有望在3月之前将接种人群范围扩大至3岁至17岁的低年龄段人群。11、北京市委宣传部副部长徐和建表示，坚持关口前移，严格中高风险地区进京人员管控，防止通过第三地进返京，防止漏管漏控漏检。加强机场、火车站、汽车站等部位防疫管理，严格进京旅客测温验码等防疫措施。12、北京市1月15日新增两例新冠肺炎确诊病例，行程轨迹公布。其中一病例第7次核酸检测结果为阳性，并转运至地坛医院，诊断为确诊病例，临床分型为普通型。与此同时，顺义区北石槽镇北石槽村调整为中风险地区。13、1月16日0-12时，石家庄市新增新冠肺炎确诊病例32例，新增无症状感染者9例。石家庄第二轮核酸检测检出阳性病例247例；排除与我国既往本土疫情相关性，提示引发本次疫情的病毒由境外输入。14、1月16日0至14时，长春市新增新冠肺炎确诊病例3例，均为在院隔离观察无症状感染者转为确诊病例。15、山西晋中榆次区首轮全员核酸检测完成，共完成全区所有人口773339人样本采集，结果均为阴性。 收起全文d,0.0,0.0,1.0
2021-01-18 05:35:00,小宗英语的搬运工,【中英对照】每月热点话题（2021年1月合集）（更新中） p1 001 调整刑事责任年龄 L小宗英语的搬运工的微博视频 ​,0.0,0.0,0.0
2021-01-18 20:52:00,普法小任,"最具实力的群体性拆迁案件维权律所——北京京康律师事务所！北京京康律师事务所，最有实力的群体性拆迁维权律所！短短半年时间，京康从默默无闻到接手多起全国特别重大群体性拆迁维权案件，京康是如何赢得广大被拆迁人的尊重与信任？如何成为最有实力的群体性拆迁案件维权律所？小编带领大家一起回顾，京康律师事务所都接手了哪些特大群体维权案件！群体性案件，拆迁王冠的明珠近年来，法治建设愈发深入，依法治国深入人心。在各地热点维权纠纷的案例中，多有律师的身影出现，全国人民的法治意识始终在逐步提高。对于群体性纠纷事件，寻找一个靠谱的律师团队是一件非常头疼的事。因为群体性事件涉及当事人众多，案件标的巨大，律师费用昂贵，当事人在选择律所，律师时唯有精挑细选，慎之又慎！很多律所或是律师即便名声在外，若是没有驾驭类似大案的经验，也很难被客户看重并信任。在这个大浪淘沙的时代，唯有真金白银不怕火炼！而要说起群体性事件的维权经验，很多当事人通过检索大量群体类案件后发现，北京京康律师事务所史西宁主任拥有大量胜诉案例，大量委托群体性事件的经验。也正是在不断的对比中优中选优，北京京康律师事务脱颖而出，成为群体性拆迁案件维权的最优选择。现在，让我们来回顾一下京康史西宁主任代理的全国各大群体性拆迁案件！重庆四面山国家风景区85户业主，法大于权重庆江津四面山景区位于重庆西南部，距离重庆主城区130公里，距江津城区90公里，属云贵高原大娄山北翼余脉，系地质学上的倒置山，是国家5A级旅游景区。四面山景区内的某小区已建成多年，这里是天然的避暑胜地，气候宜人，风景如画，身临其境仿佛身处仙境，更重要的是，这些都是五证齐全的合法房屋。征收公告写道“按照中央第五环境保护督察组对重庆市环保督察整改要求“，在征收公告发布后，很多业主都不能理解，既然是督察应该是追究相责任人，为什么会追究到老百姓身上来？四面山85位业主团结一致，筛选多位北京律师后，最终委托史西宁主任律师维权！郑州26户村民，从信访到起诉没有把村民普遍关心的问题公布出来，就很容易让村民产生疑问，面积没量错，为什么价格不一样？究竟有几杆尺子？一位耿姓村民说到，“为了查清事实，我们向村委，向镇政府反映了这个问题，刚开始对面态度很好，让我们回去等待调查结果。……“为了这件事我们找了很多单位的领导，也拖了很多关系，最后是希望越大失望越大，没有一个靠得住。”史西宁主任介绍，”拆迁协议签订环节是拆迁中陷阱最多的环节，在中国，有个有趣的现象，就是拆迁时，大部分的邻居之间都不知道双方的补偿价格，很多拆迁户都被告知，你们家的补偿标准别别人家高，补偿的价格邻里之间不要相互传，要进行保密。大家要记住，留存拆迁协议是被拆迁人的基本权利，不给留存协议的拆迁是不可能合法的”郑州16户职工家属，熟人不熟，坚信法律长期住在一个地方，家里家外都是熟人，河南某职工家属院面临拆迁后，各位被拆迁人经历了从信任到失望，再到坚信法律，依法维权！“人情好办事，人情也害死人。如果补偿能做到到郊区的8000一平价格，年龄大了这口气我也就咽了，但竟然连4000都不到，这不就是拿熟人开刀嘛！”一位职工说到。“国家给市医院扩建下拨几个亿的专项资金，当地政府却声称要房没有，要钱不可能，这实在令人想不通？在拆迁中，市医院不想着维护职工的权益，反而还变本加厉地压榨，我们只有反抗这一条路！”张女士如是说。如今网络十分发达，信息不对称地现象已经明显减少，经过仔细查找，村民们锁定了在当地拥有大量胜诉案例地北京史西宁律师代理。西安三环507户村民群体维权6月，北京市司法局律师案件备案中新增了一起特别的重大行政案件，该案涉及当事人高达507户，人数超过千人，而接受委托便是北京京康律师事务所。据委托人讲述：城市的经济发展起来了，房价也水涨船高了，补偿款却买不起房，这可如何是好？在历经检索大量的胜诉案例，接触多家拆迁律师事务所和拆迁律师，最终委托了北京京康律师事务所。”本案不仅是全国超大型拆迁维权案件，截止发文时间，没有新闻报道比本案体量更大的维权团体！西安最大建材商圈27户村民群体维权当地的搬迁公告曾写道“我们真诚地希望商户朋友们审时度势，早明理，早搬迁。……抵触拆迁……涉嫌犯罪的，由司法机关依法追究刑事责任……对不能按期搬迁的，我们将依法采取强制措施，对违法建筑予以强拆，造成的损失自行负责。”当地一位村民称，“没有维权过的人是体会不到的，捷径都是骗人的，听信小道消息的后果就是吃了这样那样的亏。既想要维权，又不愿出力，迟早再被坑，既然指挥部坚称是在依法拆迁，我们也要求依法到底。”四川87户村民抱团维权，宅基地“流转”纠纷四川成都市下面某县，世界自然遗产，、全国重点文物保护单位、国家级风景名胜区、国家AAAAA级旅游景区。两千多年来一直发挥着防洪灌溉的作用，使成都平原成为水旱从人、沃野千里的""天府之国""，至今灌区已达30余县市、面积近千万亩，是全世界迄今为止，年代最久、唯一留存、仍在一直使用、以无坝引水为特征的宏大水利工程，凝聚着中国古代劳动人民勤劳、勇敢、智慧的结晶。“比补偿不公平更让人气愤的是，背井离乡为公共利益让步，却发现自己的土地开发起了房地产！“当地的村民讲到。当地村民本以为搬迁是为了修建公园，却在搬离被狠狠摆了一道，咨询京康律师后，发现了当地宅基地流转的诸多违法问题，凭借史西宁主任在四川说一不二的影响力，相关维权行动迅速展开！ 收起全文d",0.0,0.0,0.0
2021-01-18 23:06:00,眉山生态环境,【全国人大常委会法工委：#追究低龄未成年人刑责要符合4个条件#】将于2021年3月1日施行的刑法修正案（十一）对刑事责任年龄规定作出调整。全国人大常委会法工委发言人、研究室主任臧铁伟18日表示，已满12周岁不满14周岁的未成年人追究刑事责任要符合4个条件：（一）犯的罪是故意杀人、故意伤害罪；（二）结果是致人死亡，或者以特别残忍手段致人重伤造成严重残疾；（三）主客观方面综合评价要求情节恶劣；（四）程序上要求经最高人民检察院核准追诉，最后由人民法院依法追究刑事责任。　　 收起全文d,0.0,0.0,2.0
2021-01-19 10:29:00,大兴安岭检察分院,【全国人大常委会法工委：#追究低龄未成年人刑责要符合4个条件#】将于2021年3月1日施行的刑法修正案（十一）对刑事责任年龄规定作出调整。全国人大常委会法工委发言人、研究室主任臧铁伟18日表示，已满12周岁不满14周岁的未成年人追究刑事责任要符合4个条件：（一）犯的罪是故意杀人、故意伤害罪；（二）结果是致人死亡，或者以特别残忍手段致人重伤造成严重残疾；（三）主客观方面综合评价要求情节恶劣；（四）程序上要求经最高人民检察院核准追诉，最后由人民法院依法追究刑事责任。（新华视点） 收起全文d,7.0,0.0,1.0
2021-01-19 11:34:00,四川省人民检察院,【全国人大常委会法工委：#追究低龄未成年人刑责要符合4个条件#】将于2021年3月1日施行的刑法修正案（十一）对刑事责任年龄规定作出调整。全国人大常委会法工委发言人、研究室主任臧铁伟18日表示，已满12周岁不满14周岁的未成年人追究刑事责任要符合4个条件：（一）犯的罪是故意杀人、故意伤害罪；（二）结果是致人死亡，或者以特别残忍手段致人重伤造成严重残疾；（三）主客观方面综合评价要求情节恶劣；（四）程序上要求经最高人民检察院核准追诉，最后由人民法院依法追究刑事责任。@新华视点 收起全文d,1.0,0.0,1.0
2021-01-19 16:42:00,大河健康报,【代孕弃养法律道德难容，“借腹生子”远比想象残酷】在我国，代孕是违法的！《人类辅助生殖技术管理办法》规定，人类辅助生殖技术的应用应当在医疗机构中进行，以医疗为目的，并符合国家计划生育政策、伦理原则和有关法律规定。禁止以任何形式买卖配子、合子、胚胎。医疗机构和医务人员不得实施任何形式的代孕技术。人类辅助生殖技术必须在经过批准并进行登记的医疗机构中实施。未经卫生行政部门批准，任何单位和个人不得实施人类辅助生殖技术。实施代孕技术的，由省、自治区、直辖市人民政府卫生行政部门给予警告、3 万元以下罚款，并给予有关负责人行政处分；构成犯罪的，依法追究刑事责任。大部分正常生育年龄女性，每个月经周期仅排出1个成熟卵子。而灰色机构为了一次取卵获得更多卵子，很可能会使用促排卵药物，极易导致卵巢过度刺激综合征、卵巢扭转。郑州大学第二附属医院生殖医学部主任医师谭丽介绍，患有卵巢过度刺激综合征的患者，会有不同程度的腹胀、恶心、胸腔积液、心包积液、腹腔积液等症状，轻者导致终生不孕不育，严重者可随时危及生命。此外，对“卖卵女孩”来说，取卵过程中稍有不慎还可能引发出血、损伤邻近器官。谭丽告诉记者，“代孕妈妈”面临的健康风险主要来自于四个方面。首先，“代孕妈妈”与正常怀孕者一样，孕期要面临妊娠高血压、胎盘前置等疾病的威胁。其次，由于不是自然受孕，需要使用药物，“代孕妈妈”要承担药物副作用的危害。第三，若“代孕妈妈”有剖宫产史，容易出现子宫破裂的情况。最后，“代孕妈妈”同样要面临分娩过程中的一系列风险，如产后大出血、羊水栓塞等等。#央视评代孕弃养法律道德皆难容# #我国禁止以任何形式实施代孕#  O代孕弃养法律道德难容，“借腹生子”远比想象残酷 收起全文d,1.0,0.0,3.0
2021-01-20 11:25:00,澎湃新闻,【#最高法回应未成年人刑责年龄降低#：该追究的不姑息，也要防止不当适用】1月20日，最高人民法院发布《关于加强新时代未成年人审判工作的意见》。针对未成年人刑责年龄降低一事，最高法院再次强调，要严格、准确、全面地把握追究已满十二周岁不满十四周岁的人刑事责任的适用条件和程序，该追究的依法追究，不能姑息轻纵；同时，也要防止不当适用。必要时，要通过出台司法解释或者指导性案例等方式，明确“特别残忍手段”“情节恶劣”等的认定标准，以及有关案件刑罚适用的具体尺度，确保法律准确、统一实施。O最高法回应刑责年龄降低：该追究的不姑息，也要防止不当适用 收起全文d,42.0,22.0,221.0
2021-01-20 12:35:00,环球网,【#最高法回应刑责年龄调整#：该追究的依法追究，不能姑息轻纵】将于2021年3月1日施行的刑法修正案（十一）对刑事责任年龄规定作出调整。最高人民法院研究室副主任周加海20日表示，人民法院要严格、准确、全面地把握追究已满十二周岁不满十四周岁的人刑事责任的适用条件和程序，该追究的依法追究，不能姑息轻纵；同时，也要切实贯彻好限缩、审慎的立法精神，防止不当适用。必要时，要通过出台司法解释或者指导性案例等方式，明确“特别残忍手段”“情节恶劣”等的认定标准，以及有关案件刑罚适用的具体尺度，确保法律准确、统一实施。周加海说，问题儿童往往出自问题家庭。人民法院要协同相关部门，督促有关家庭、家长依法履行监护、管教责任，对生活困难的儿童及时给予救助帮扶。学校是儿童的主要生活场所。人民法院要加强与中小学校的联系，协助学校开设好法治教育课程，给有问题苗头的儿童及时提供专业的心理疏导。网络有害信息对儿童身心发育的伤害很大。人民法院要通过司法建议等方式，督促、支持相关部门强化监督，为未成年人营造安全、健康的网络环境。（新华视点） 收起全文d,37.0,50.0,422.0
2021-01-20 13:14:00,三秦都市报,【#最高法回应刑责年龄调整#：该追究的依法追究，不能姑息轻纵】将于2021年3月1日施行的刑法修正案（十一）对刑事责任年龄规定作出调整。最高人民法院研究室副主任周加海20日表示，人民法院要严格、准确、全面地把握追究已满十二周岁不满十四周岁的人刑事责任的适用条件和程序，该追究的依法追究，不能姑息轻纵；同时，也要切实贯彻好限缩、审慎的立法精神，防止不当适用。必要时，要通过出台司法解释或者指导性案例等方式，明确“特别残忍手段”“情节恶劣”等的认定标准，以及有关案件刑罚适用的具体尺度，确保法律准确、统一实施。周加海说，问题儿童往往出自问题家庭。人民法院要协同相关部门，督促有关家庭、家长依法履行监护、管教责任，对生活困难的儿童及时给予救助帮扶。学校是儿童的主要生活场所。人民法院要加强与中小学校的联系，协助学校开设好法治教育课程，给有问题苗头的儿童及时提供专业的心理疏导。网络有害信息对儿童身心发育的伤害很大。人民法院要通过司法建议等方式，督促、支持相关部门强化监督，为未成年人营造安全、健康的网络环境。via新华视点 收起全文d,0.0,0.0,0.0
2021-01-20 14:41:00,马鞍山反邪教,【#最高法回应刑责年龄调整#：该追究的依法追究，不能姑息轻纵】将于2021年3月1日施行的刑法修正案（十一）对刑事责任年龄规定作出调整。最高人民法院研究室副主任周加海20日表示，人民法院要严格、准确、全面地把握追究已满十二周岁不满十四周岁的人刑事责任的适用条件和程序，该追究的依法追究，不能姑息轻纵；同时，也要切实贯彻好限缩、审慎的立法精神，防止不当适用。必要时，要通过出台司法解释或者指导性案例等方式，明确“特别残忍手段”“情节恶劣”等的认定标准，以及有关案件刑罚适用的具体尺度，确保法律准确、统一实施。周加海说，问题儿童往往出自问题家庭。人民法院要协同相关部门，督促有关家庭、家长依法履行监护、管教责任，对生活困难的儿童及时给予救助帮扶。学校是儿童的主要生活场所。人民法院要加强与中小学校的联系，协助学校开设好法治教育课程，给有问题苗头的儿童及时提供专业的心理疏导。网络有害信息对儿童身心发育的伤害很大。人民法院要通过司法建议等方式，督促、支持相关部门强化监督，为未成年人营造安全、健康的网络环境。@新华视点 收起全文d,0.0,0.0,0.0
